"accident_index","longitude","latitude","severity","number_of_casualties","district","speed_limit","road_class","police_force"
"2023010454897","0.084349","51.603839","Slight","1","Redbridge","30","Unclassified","1"
"2023010454900","-0.09323","51.374652","Serious","1","Croydon","20","Unclassified","1"
"2023010454903","-0.147964","51.576118","Slight","2","Haringey","20","Unclassified","1"
"2023010454906","-0.145762","51.525231","Serious","1","Camden","20","Unclassified","1"
"2023010454915","-0.15351","51.543949","Slight","1","Camden","20","A","1"
"2023010454917","-0.20095","51.437289","Slight","1","Merton","20","Unclassified","1"
"2023010454925","-0.160277","51.591059","Slight","1","Barnet","30","Unclassified","1"
"2023010454926","-0.083823","51.451926","Slight","1","Southwark","30","Unclassified","1"
"2023010454927","-0.107877","51.382866","Slight","1","Croydon","30","A","1"
"2023010454935","0.026065","51.432362","Slight","1","Lewisham","20","Not at junction or within 20 metres","1"
"2023010454939","-0.452639","51.482723","Fatal","2","Hillingdon","50","Unclassified","1"
"2023010454942","-0.039309","51.51162","Slight","1","Tower Hamlets","20","Not at junction or within 20 metres","1"
"2023010454943","-0.29703","51.607393","Slight","1","Harrow","30","Unclassified","1"
"2023010454950","-0.144203","51.442978","Slight","1","Wandsworth","20","Unclassified","1"
"2023010454951","0.117642","51.588765","Serious","1","Redbridge","40","C","1"
"2023010454954","0.062961","51.408274","Slight","1","Bromley","30","Unclassified","1"
"2023010454955","-0.121049","51.40689","Slight","1","Croydon","20","C","1"
"2023010454956","-0.058029","51.66261","Slight","1","Enfield","20","Unclassified","1"
"2023010454957","-0.016101","51.573081","Serious","1","Waltham Forest","20","Unclassified","1"
"2023010454963","-0.147467","51.511634","Serious","1","Westminster","20","C","1"
"2023010454964","0.069643","51.452095","Slight","1","Greenwich","30","Not at junction or within 20 metres","1"
"2023010454965","-0.238156","51.518049","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010454966","-0.18477","51.491912","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010454969","-0.139792","51.512187","Serious","1","Westminster","20","Unclassified","1"
"2023010454970","-0.377291","51.485094","Slight","1","Hounslow","20","Unclassified","1"
"2023010454972","-0.282573","51.525839","Slight","1","Ealing","20","Unclassified","1"
"2023010454973","-0.077372","51.52868","Slight","1","Hackney","20","Unclassified","1"
"2023010454976","-0.039558","51.442012","Serious","1","Lewisham","30","Unclassified","1"
"2023010454977","-0.226049","51.50543","Slight","2","Hammersmith and Fulham","20","Unclassified","1"
"2023010454978","-0.399253","51.578456","Slight","1","Hillingdon","20","Not at junction or within 20 metres","1"
"2023010454981","0.002156","51.484391","Slight","1","Greenwich","20","Not at junction or within 20 metres","1"
"2023010454984","-0.160156","51.490018","Serious","1","Kensington and Chelsea","20","Not at junction or within 20 metres","1"
"2023010454985","-0.089623","51.527747","Slight","1","Hackney","20","Unclassified","1"
"2023010454988","-0.191705","51.472829","Slight","1","Hammersmith and Fulham","30","Unclassified","1"
"2023010454989","-0.243002","51.53482","Slight","1","Brent","20","Unclassified","1"
"2023010454990","-0.112904","51.481389","Slight","2","Lambeth","20","Unclassified","1"
"2023010454994","-0.275253","51.547115","Slight","1","Brent","20","Unclassified","1"
"2023010454995","-0.11866","51.509844","Serious","1","Westminster","30","Unclassified","1"
"2023010455000","-0.177057","51.486298","Serious","1","Kensington and Chelsea","20","Unclassified","1"
"2023010455001","-0.122651","51.522507","Slight","1","Camden","20","Unclassified","1"
"2023010455006","-0.23697","51.471855","Serious","1","Richmond upon Thames","20","Unclassified","1"
"2023010455014","-0.249961","51.414174","Slight","1","Kingston upon Thames","30","A","1"
"2023010455016","0.037654","51.458735","Slight","1","Greenwich","50","Not at junction or within 20 metres","1"
"2023010455017","0.081906","51.55989","Slight","1","Redbridge","30","A","1"
"2023010455022","-0.22184","51.589454","Slight","1","Barnet","30","A","1"
"2023010455023","-0.087077","51.505934","Slight","1","Southwark","20","Unclassified","1"
"2023010455026","0.282382","51.543607","Slight","1","Havering","70","Not at junction or within 20 metres","1"
"2023010455027","0.195673","51.571423","Slight","3","Havering","20","Unclassified","1"
"2023010455034","-0.090628","51.540928","Slight","2","Islington","20","Unclassified","1"
"2023010455037","-0.110765","51.492731","Slight","1","Lambeth","20","Unclassified","1"
"2023010455039","-0.034697","51.423505","Slight","1","Bromley","30","Unclassified","1"
"2023010455041","-0.1209","51.382455","Slight","1","Croydon","30","Unclassified","1"
"2023010455042","-0.175156","51.515863","Slight","1","Westminster","30","Not at junction or within 20 metres","1"
"2023010455043","-0.065627","51.643096","Slight","1","Enfield","20","Unclassified","1"
"2023010455045","-0.436008","51.487681","Slight","1","Hillingdon","30","Unclassified","1"
"2023010455047","-0.331849","51.438137","Serious","1","Richmond upon Thames","30","Not at junction or within 20 metres","1"
"2023010455048","-0.251772","51.55317","Slight","1","Brent","30","Unclassified","1"
"2023010455049","-0.118366","51.467674","Slight","1","Lambeth","30","Unclassified","1"
"2023010455053","-0.124699","51.443126","Serious","1","Lambeth","30","Not at junction or within 20 metres","1"
"2023010455054","-0.209565","51.506151","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010455056","-0.142787","51.515813","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010455057","0.065563","51.555818","Slight","1","Newham","30","Unclassified","1"
"2023010455060","0.052903","51.492821","Slight","1","Greenwich","30","Unclassified","1"
"2023010455061","-0.161402","51.43467","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455065","-0.426175","51.453262","Slight","1","Hounslow","20","Unclassified","1"
"2023010455067","-0.151364","51.543538","Slight","2","Camden","20","Unclassified","1"
"2023010455069","-0.419402","51.507664","Serious","1","Hillingdon","20","Not at junction or within 20 metres","1"
"2023010455070","-0.372449","51.477878","Slight","1","Hounslow","40","A","1"
"2023010455071","-0.427162","51.517462","Slight","3","Hillingdon","30","C","1"
"2023010455073","-0.114325","51.456377","Slight","1","Lambeth","20","Not at junction or within 20 metres","1"
"2023010455075","-0.060162","51.624859","Slight","5","Enfield","30","A","1"
"2023010455078","-0.043089","51.666382","Slight","1","Enfield","30","Unclassified","1"
"2023010455079","-0.137462","51.542805","Slight","2","Camden","20","A","1"
"2023010455080","0.0221","51.594884","Slight","1","Redbridge","30","B","1"
"2023010455081","0.000105","51.445083","Slight","1","Lewisham","30","Unclassified","1"
"2023010455083","-0.29364","51.586491","Slight","1","Brent","30","Unclassified","1"
"2023010455085","-0.094703","51.474063","Slight","1","Southwark","30","Not at junction or within 20 metres","1"
"2023010455092","-0.065251","51.492204","Slight","1","Southwark","20","A","1"
"2023010455093","-0.016983","51.601225","Slight","2","Waltham Forest","50","Not at junction or within 20 metres","1"
"2023010455095","-0.051208","51.346415","Slight","1","Croydon","30","Unclassified","1"
"2023010455097","-0.123888","51.412341","Slight","1","Croydon","30","Unclassified","1"
"2023010455102","-0.164763","51.431207","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455105","-0.174566","51.424202","Slight","1","Wandsworth","20","Not at junction or within 20 metres","1"
"2023010455106","-0.386744","51.500458","Serious","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010455114","-0.166832","51.37196","Serious","2","Sutton","30","Unclassified","1"
"2023010455116","-0.105628","51.507189","Slight","1","Southwark","30","Unclassified","1"
"2023010455118","-0.063029","51.618252","Slight","1","Enfield","30","Unclassified","1"
"2023010455119","0.084649","51.357763","Slight","1","Bromley","30","C","1"
"2023010455121","-0.134835","51.427101","Slight","1","Lambeth","30","Not at junction or within 20 metres","1"
"2023010455124","-0.364936","51.581598","Slight","2","Harrow","30","A","1"
"2023010455129","-0.153073","51.44355","Slight","1","Wandsworth","20","C","1"
"2023010455139","-0.337887","51.550762","Serious","1","Ealing","20","Unclassified","1"
"2023010455140","-0.453195","51.497369","Slight","1","Hillingdon","50","A","1"
"2023010455144","-0.153236","51.524009","Slight","1","Westminster","30","Unclassified","1"
"2023010455145","-0.088545","51.440861","Slight","1","Southwark","30","C","1"
"2023010455146","-0.160641","51.455764","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455147","0.060754","51.555066","Slight","1","Newham","30","Unclassified","1"
"2023010455150","-0.152384","51.443863","Slight","1","Wandsworth","20","Not at junction or within 20 metres","1"
"2023010455154","-0.323788","51.331245","Slight","1","Kingston upon Thames","40","Not at junction or within 20 metres","1"
"2023010455157","0.007931","51.491918","Slight","1","Greenwich","30","Not at junction or within 20 metres","1"
"2023010455159","-0.042376","51.611444","Slight","1","Enfield","30","Unclassified","1"
"2023010455160","-0.132472","51.511828","Slight","1","Westminster","20","A","1"
"2023010455161","-0.114445","51.40245","Slight","1","Croydon","20","Unclassified","1"
"2023010455162","-0.107779","51.618307","Slight","1","Enfield","30","Unclassified","1"
"2023010455163","-0.348963","51.408812","Slight","1","Richmond upon Thames","20","Not at junction or within 20 metres","1"
"2023010455169","0.079336","51.368577","Slight","1","Bromley","30","Not at junction or within 20 metres","1"
"2023010455173","-0.127772","51.598989","Slight","1","Haringey","30","Unclassified","1"
"2023010455181","0.038993","51.38408","Serious","1","Bromley","30","Unclassified","1"
"2023010455190","-0.099233","51.600877","Slight","1","Haringey","20","Unclassified","1"
"2023010455191","-0.191024","51.548238","Slight","1","Camden","20","Not at junction or within 20 metres","1"
"2023010455192","0.076281","51.456915","Slight","1","Greenwich","20","Unclassified","1"
"2023010455194","-0.085986","51.367807","Slight","1","Croydon","30","Unclassified","1"
"2023010455195","0.017195","51.573799","Slight","1","Redbridge","30","Not at junction or within 20 metres","1"
"2023010455197","-0.128724","51.525545","Slight","1","Camden","20","Unclassified","1"
"2023010455200","-0.027031","51.50627","Serious","1","Tower Hamlets","20","A","1"
"2023010455202","-0.05642","51.511168","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010455203","-0.137882","51.359534","Slight","1","Sutton","30","B","1"
"2023010455204","-0.283009","51.467853","Slight","1","Richmond upon Thames","20","A","1"
"2023010455205","0.030605","51.603972","Slight","1","Redbridge","30","Not at junction or within 20 metres","1"
"2023010455208","0.035989","51.594553","Slight","1","Redbridge","40","A","1"
"2023010455215","-0.106894","51.522182","Slight","1","Islington","20","A","1"
"2023010455219","-0.171665","51.353411","Serious","1","Sutton","30","C","1"
"2023010455220","-0.069984","51.54042","Slight","1","Hackney","20","B","1"
"2023010455224","-0.070584","51.531014","Slight","1","Hackney","20","Unclassified","1"
"2023010455225","0.077204","51.540936","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010455227","-0.114875","51.463292","Slight","1","Lambeth","30","B","1"
"2023010455230","-0.094714","51.390116","Slight","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010455240","-0.32764","51.509611","Slight","1","Ealing","20","Unclassified","1"
"2023010455242","-0.033318","51.546312","Slight","1","Hackney","40","Not at junction or within 20 metres","1"
"2023010455247","-0.250468","51.543924","Slight","1","Brent","20","Not at junction or within 20 metres","1"
"2023010455252","-0.054116","51.485761","Slight","1","Southwark","20","Unclassified","1"
"2023010455254","-0.260546","51.512223","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010455255","-0.145027","51.430815","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455257","0.140486","51.554484","Slight","1","Barking and Dagenham","30","Not at junction or within 20 metres","1"
"2023010455258","-0.016654","51.464819","Slight","1","Lewisham","30","Unclassified","1"
"2023010455261","-0.16085","51.363125","Slight","1","Sutton","30","Not at junction or within 20 metres","1"
"2023010455262","-0.070887","51.548069","Slight","1","Hackney","20","C","1"
"2023010455263","-0.048634","51.505868","Slight","1","Southwark","20","Not at junction or within 20 metres","1"
"2023010455265","-0.119104","51.455671","Slight","1","Lambeth","30","C","1"
"2023010455272","-0.345536","51.544269","Slight","1","Ealing","20","Unclassified","1"
"2023010455275","-0.262043","51.550868","Slight","1","Brent","40","Not at junction or within 20 metres","1"
"2023010455276","-0.224616","51.510048","Slight","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010455279","-0.211026","51.558976","Slight","1","Barnet","30","Not at junction or within 20 metres","1"
"2023010455285","-0.458411","51.498211","Slight","1","Hillingdon","30","Unclassified","1"
"2023010455287","-0.056915","51.535789","Serious","1","Hackney","20","A","1"
"2023010455288","0.237056","51.603636","Slight","1","Havering","30","Unclassified","1"
"2023010455294","-0.072698","51.546157","Slight","1","Hackney","20","Unclassified","1"
"2023010455298","-0.114379","51.608927","Slight","1","Enfield","30","Unclassified","1"
"2023010455302","-0.093881","51.641778","Serious","1","Enfield","30","C","1"
"2023010455309","-0.268495","51.527583","Slight","1","Ealing","20","Unclassified","1"
"2023010455311","-0.098216","51.362512","Slight","1","Croydon","20","A","1"
"2023010455313","-0.19408","51.538457","Slight","1","Brent","30","B","1"
"2023010455318","-0.186075","51.49061","Slight","1","Kensington and Chelsea","20","C","1"
"2023010455320","-0.025391","51.474858","Slight","1","Lewisham","30","Not at junction or within 20 metres","1"
"2023010455323","-0.353827","51.449526","Slight","1","Richmond upon Thames","20","Not at junction or within 20 metres","1"
"2023010455330","-0.056299","51.514349","Slight","1","Tower Hamlets","20","Not at junction or within 20 metres","1"
"2023010455331","-0.11361","51.39339","Slight","1","Croydon","20","A","1"
"2023010455335","0.017418","51.489148","Slight","1","Greenwich","30","Unclassified","1"
"2023010455337","0.152491","51.438957","Slight","1","Bexley","20","B","1"
"2023010455338","-0.172343","51.514128","Slight","4","Westminster","20","Unclassified","1"
"2023010455340","-0.377775","51.542867","Slight","1","Ealing","30","A","1"
"2023010455342","-0.016795","51.619458","Slight","1","Waltham Forest","20","Unclassified","1"
"2023010455346","0.065936","51.577115","Slight","1","Redbridge","30","A","1"
"2023010455349","-0.117661","51.556464","Slight","1","Islington","20","A","1"
"2023010455350","-0.114468","51.345589","Slight","2","Croydon","40","A","1"
"2023010455355","-0.085234","51.412345","Serious","1","Croydon","30","Unclassified","1"
"2023010455356","-0.255313","51.494916","Serious","1","Hounslow","20","Not at junction or within 20 metres","1"
"2023010455357","-0.07731","51.524003","Slight","1","Hackney","20","C","1"
"2023010455358","-0.193241","51.537788","Slight","2","Brent","30","Unclassified","1"
"2023010455361","0.092266","51.530057","Slight","1","Barking and Dagenham","50","C","1"
"2023010455362","-0.036995","51.637423","Slight","1","Enfield","40","A","1"
"2023010455363","-0.180065","51.547107","Slight","1","Camden","30","Not at junction or within 20 metres","1"
"2023010455365","-0.18625","51.378305","Serious","1","Sutton","20","Unclassified","1"
"2023010455366","-0.112461","51.536399","Slight","1","Islington","20","Unclassified","1"
"2023010455372","0.080861","51.541105","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010455377","-0.455904","51.496919","Fatal","1","Hillingdon","50","Not at junction or within 20 metres","1"
"2023010455378","0.017691","51.415033","Slight","1","Bromley","20","A","1"
"2023010455382","0.014751","51.421766","Serious","1","Bromley","30","Unclassified","1"
"2023010455385","0.187337","51.575139","Slight","2","Havering","30","C","1"
"2023010455393","-0.235399","51.514042","Slight","1","Hammersmith and Fulham","40","C","1"
"2023010455394","-0.110813","51.494017","Slight","2","Lambeth","20","Unclassified","1"
"2023010455399","0.036654","51.400982","Slight","1","Bromley","30","Unclassified","1"
"2023010455400","-0.087834","51.490605","Serious","1","Southwark","30","Unclassified","1"
"2023010455407","-0.259985","51.529202","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010455415","-0.092658","51.590654","Slight","1","Haringey","20","Unclassified","1"
"2023010455418","-0.063645","51.589531","Slight","1","Haringey","30","A","1"
"2023010455419","-0.151579","51.537507","Slight","1","Camden","20","Not at junction or within 20 metres","1"
"2023010455421","-0.115452","51.423761","Slight","1","Lambeth","30","A","1"
"2023010455424","-0.390663","51.535617","Slight","1","Ealing","30","A","1"
"2023010455427","-0.176715","51.616782","Serious","1","Barnet","30","C","1"
"2023010455429","-0.311243","51.604973","Slight","1","Harrow","30","Unclassified","1"
"2023010455435","-0.076253","51.687405","Serious","2","Enfield","70","Not at junction or within 20 metres","1"
"2023010455436","-0.244313","51.555469","Slight","2","Brent","30","Unclassified","1"
"2023010455438","-0.034266","51.643052","Slight","1","Enfield","40","Not at junction or within 20 metres","1"
"2023010455451","-0.116958","51.606288","Slight","1","Haringey","20","Unclassified","1"
"2023010455459","-0.02067","51.533006","Slight","2","Tower Hamlets","50","Not at junction or within 20 metres","1"
"2023010455461","-0.167006","51.410388","Slight","1","Merton","20","C","1"
"2023010455463","0.130679","51.569968","Slight","2","Barking and Dagenham","20","Unclassified","1"
"2023010455468","0.275356","51.542116","Serious","1","Havering","40","Unclassified","1"
"2023010455470","-0.065843","51.441774","Slight","1","Southwark","30","Unclassified","1"
"2023010455472","-0.170761","51.486686","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010455477","0.081581","51.539519","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010455479","-0.062122","51.620566","Slight","1","Enfield","30","Unclassified","1"
"2023010455480","-0.240753","51.548266","Slight","1","Brent","20","C","1"
"2023010455483","-0.147024","51.465001","Slight","1","Lambeth","20","Not at junction or within 20 metres","1"
"2023010455484","-0.199486","51.573188","Slight","1","Barnet","30","C","1"
"2023010455487","0.026823","51.546602","Slight","1","Newham","30","Not at junction or within 20 metres","1"
"2023010455489","0.064107","51.429558","Slight","1","Greenwich","20","Unclassified","1"
"2023010455494","0.13012","51.555536","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010455496","-0.040045","51.450788","Slight","1","Lewisham","20","Unclassified","1"
"2023010455497","-0.108501","51.526893","Slight","1","Islington","20","C","1"
"2023010455499","0.175305","51.453941","Slight","1","Bexley","30","A","1"
"2023010455500","-0.201761","51.363859","Slight","1","Sutton","20","Unclassified","1"
"2023010455504","-0.122909","51.509913","Slight","1","Westminster","20","Not at junction or within 20 metres","1"
"2023010455517","-0.30093","51.409403","Slight","1","Kingston upon Thames","20","C","1"
"2023010455523","-0.048538","51.628066","Slight","1","Enfield","30","Unclassified","1"
"2023010455525","-0.378222","51.50757","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010455530","-0.239507","51.548787","Slight","1","Brent","30","Not at junction or within 20 metres","1"
"2023010455532","-0.088345","51.653486","Slight","3","Enfield","30","C","1"
"2023010455540","-0.073131","51.563915","Slight","1","Hackney","20","C","1"
"2023010455542","-0.128307","51.434074","Slight","1","Lambeth","30","Unclassified","1"
"2023010455543","-0.012069","51.376144","Slight","1","Bromley","30","Unclassified","1"
"2023010455545","-0.216013","51.42439","Slight","1","Merton","20","A","1"
"2023010455546","-0.063448","51.498047","Slight","1","Southwark","20","Unclassified","1"
"2023010455547","0.085426","51.573776","Slight","1","Redbridge","40","Unclassified","1"
"2023010455550","0.031454","51.431585","Slight","1","Lewisham","30","C","1"
"2023010455552","-0.399841","51.516077","Slight","1","Hillingdon","30","Unclassified","1"
"2023010455556","-0.157855","51.512787","Slight","1","Westminster","20","A","1"
"2023010455558","-0.261655","51.534181","Slight","1","Brent","20","Unclassified","1"
"2023010455561","-0.292605","51.530517","Slight","1","Ealing","40","Not at junction or within 20 metres","1"
"2023010455562","-0.127275","51.506763","Slight","1","Westminster","20","Unclassified","1"
"2023010455564","-0.362134","51.557559","Slight","1","Harrow","30","A","1"
"2023010455565","-0.009301","51.499784","Slight","1","Tower Hamlets","20","C","1"
"2023010455566","0.157395","51.55483","Slight","1","Barking and Dagenham","30","Unclassified","1"
"2023010455567","-0.103291","51.590466","Slight","1","Haringey","20","A","1"
"2023010455568","-0.183668","51.481581","Slight","1","Kensington and Chelsea","30","Not at junction or within 20 metres","1"
"2023010455570","-0.190495","51.41569","Serious","1","Merton","20","Not at junction or within 20 metres","1"
"2023010455571","0.029307","51.450004","Slight","1","Greenwich","30","A","1"
"2023010455573","-0.265997","51.517052","Slight","1","Ealing","20","Not at junction or within 20 metres","1"
"2023010455577","0.169383","51.578773","Slight","2","Havering","30","Unclassified","1"
"2023010455578","-0.153553","51.461264","Serious","1","Wandsworth","30","Unclassified","1"
"2023010455580","-0.198567","51.410832","Slight","1","Merton","20","Unclassified","1"
"2023010455588","-0.092415","51.586118","Slight","1","Haringey","20","Unclassified","1"
"2023010455589","-0.00607","51.504819","Slight","1","Tower Hamlets","20","A","1"
"2023010455591","-0.065033","51.589482","Slight","1","Haringey","20","Unclassified","1"
"2023010455593","-0.008452","51.462063","Slight","1","Lewisham","30","Unclassified","1"
"2023010455598","-0.220677","51.503892","Serious","1","Hammersmith and Fulham","20","Unclassified","1"
"2023010455604","0.086256","51.489409","Slight","1","Greenwich","20","Not at junction or within 20 metres","1"
"2023010455605","-0.264885","51.510282","Slight","1","Ealing","30","Unclassified","1"
"2023010455607","0.008313","51.472739","Slight","1","Lewisham","20","Unclassified","1"
"2023010455609","-0.184635","51.462657","Slight","1","Wandsworth","20","A","1"
"2023010455613","-0.038948","51.534105","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010455614","-0.241005","51.465027","Slight","1","Richmond upon Thames","30","Not at junction or within 20 metres","1"
"2023010455616","0.154634","51.529369","Slight","1","Barking and Dagenham","30","B","1"
"2023010455618","-0.381631","51.541086","Slight","2","Ealing","30","Unclassified","1"
"2023010455619","-0.103543","51.590668","Slight","1","Haringey","20","A","1"
"2023010455621","-0.20553","51.548704","Slight","1","Camden","20","Unclassified","1"
"2023010455623","-0.041628","51.474663","Slight","1","Lewisham","30","Unclassified","1"
"2023010455624","-0.238758","51.576787","Slight","1","Barnet","30","Not at junction or within 20 metres","1"
"2023010455632","-0.364281","51.444529","Serious","1","Richmond upon Thames","20","Not at junction or within 20 metres","1"
"2023010455635","-0.238442","51.410809","Slight","1","Merton","20","Unclassified","1"
"2023010455636","-0.367317","51.619443","Slight","1","Harrow","30","Not at junction or within 20 metres","1"
"2023010455645","-0.045173","51.544982","Slight","1","Hackney","20","Unclassified","1"
"2023010455651","0.05117","51.530261","Slight","1","Newham","30","Unclassified","1"
"2023010455655","-0.091344","51.657113","Slight","1","Enfield","20","Unclassified","1"
"2023010455658","-0.08302","51.405447","Slight","1","Croydon","30","Unclassified","1"
"2023010455667","-0.39738","51.557425","Slight","1","Hillingdon","30","Unclassified","1"
"2023010455669","0.07011","51.558121","Slight","1","Redbridge","30","A","1"
"2023010455670","-0.181855","51.555372","Slight","1","Camden","20","Unclassified","1"
"2023010455676","-0.026551","51.528717","Slight","1","Tower Hamlets","30","Unclassified","1"
"2023010455678","-0.006211","51.628227","Serious","3","Waltham Forest","20","Unclassified","1"
"2023010455679","-0.085398","51.652385","Slight","1","Enfield","20","Unclassified","1"
"2023010455681","-0.026948","51.389678","Serious","1","Bromley","30","A","1"
"2023010455684","-0.187551","51.419215","Slight","1","Merton","20","A","1"
"2023010455686","-0.163345","51.438954","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455688","0.165531","51.609159","Slight","3","Havering","30","Unclassified","1"
"2023010455690","-0.077494","51.453531","Slight","1","Southwark","30","A","1"
"2023010455691","0.068548","51.547852","Slight","1","Newham","50","Unclassified","1"
"2023010455695","-0.13992","51.512234","Slight","2","Westminster","20","Not at junction or within 20 metres","1"
"2023010455696","-0.10935","51.527617","Slight","1","Islington","20","Unclassified","1"
"2023010455699","-0.192679","51.45583","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455700","-0.012566","51.564137","Slight","3","Waltham Forest","20","A","1"
"2023010455702","-0.126477","51.59922","Slight","1","Haringey","20","Unclassified","1"
"2023010455704","0.012888","51.397373","Slight","1","Bromley","30","Unclassified","1"
"2023010455706","0.172065","51.452086","Slight","1","Bexley","30","A","1"
"2023010455710","-0.164999","51.553769","Slight","1","Camden","20","C","1"
"2023010455715","-0.095678","51.376949","Slight","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010455717","-0.120169","51.492108","Slight","1","Lambeth","20","Unclassified","1"
"2023010455718","0.045626","51.527193","Slight","1","Newham","20","Unclassified","1"
"2023010455719","0.187782","51.540823","Slight","4","Havering","30","Not at junction or within 20 metres","1"
"2023010455720","-0.126945","51.438162","Slight","1","Lambeth","30","B","1"
"2023010455722","-0.107691","51.597489","Slight","1","Haringey","20","Unclassified","1"
"2023010455723","-0.056931","51.532021","Serious","1","Tower Hamlets","20","Unclassified","1"
"2023010455725","0.02405","51.519204","Slight","1","Newham","50","Not at junction or within 20 metres","1"
"2023010455727","0.087418","51.400961","Slight","1","Bromley","30","C","1"
"2023010455728","-0.160768","51.496997","Slight","1","Kensington and Chelsea","20","B","1"
"2023010455733","-0.148113","51.535159","Slight","1","Camden","20","Unclassified","1"
"2023010455734","-0.117046","51.49517","Slight","1","Lambeth","20","Unclassified","1"
"2023010455736","-0.055525","51.631257","Slight","1","Enfield","30","Unclassified","1"
"2023010455742","-0.463424","51.517493","Serious","1","Hillingdon","30","C","1"
"2023010455744","-0.185913","51.569409","Serious","3","Barnet","30","Unclassified","1"
"2023010455745","-0.167426","51.518134","Slight","1","Westminster","30","A","1"
"2023010455748","-0.010405","51.461188","Slight","1","Lewisham","20","A","1"
"2023010455750","-0.116563","51.518075","Slight","1","Camden","20","A","1"
"2023010455754","-0.04999","51.454182","Slight","1","Southwark","20","Unclassified","1"
"2023010455756","-0.150724","51.44827","Serious","1","Wandsworth","20","Unclassified","1"
"2023010455760","-0.209308","51.51638","Slight","1","Kensington and Chelsea","20","Unclassified","1"
"2023010455767","-0.116652","51.392468","Slight","1","Croydon","30","Unclassified","1"
"2023010455769","-0.165931","51.430065","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455771","-0.058512","51.517218","Slight","1","Tower Hamlets","30","Not at junction or within 20 metres","1"
"2023010455774","-0.131639","51.464172","Fatal","1","Lambeth","20","Unclassified","1"
"2023010455778","-0.053879","51.347098","Slight","1","Croydon","30","Not at junction or within 20 metres","1"
"2023010455779","-0.145694","51.420736","Slight","1","Wandsworth","20","Unclassified","1"
"2023010455787","-0.405899","51.47216","Slight","1","Hounslow","40","A","1"
"2023010455788","-0.107821","51.549192","Slight","1","Islington","20","Unclassified","1"
"2023010455789","-0.405889","51.472025","Slight","1","Hounslow","40","A","1"
"2023010455790","-0.39271","51.537273","Slight","1","Ealing","40","Unclassified","1"
"2023010455791","0.077265","51.584046","Serious","1","Redbridge","30","Unclassified","1"
"2023010455793","-0.030393","51.415213","Slight","1","Bromley","30","Unclassified","1"
"2023010455794","0.000952","51.483863","Slight","1","Greenwich","30","A","1"
"2023010455798","-0.01942","51.590673","Slight","1","Waltham Forest","30","Unclassified","1"
"2023010455800","-0.038972","51.488261","Serious","1","Lewisham","30","Unclassified","1"
"2023010455802","-0.331825","51.56152","Slight","1","Harrow","30","A","1"
"2023010455806","-0.140867","51.51304","Slight","1","Westminster","20","B","1"
"2023010455807","-0.058775","51.509687","Slight","1","Tower Hamlets","40","C","1"
"2023010455813","-0.253126","51.544926","Slight","1","Brent","20","A","1"
"2023010455821","-0.03881","51.529282","Slight","1","Tower Hamlets","20","Unclassified","1"
"2023010455823","-0.02499","51.532459","Slight","2","Tower Hamlets","20","B","1"
"2023010455824","-0.064728","51.613307","Slight","2","Enfield","30","Unclassified","1"
"2023010455827","-0.152449","51.510678","Slight","1","Westminster","20","C","1"
"2023010455831","-0.096416","51.387212","Slight","2","Croydon","30","Unclassified","1"
"2023010455840","-0.072827","51.571769","Serious","1","Hackney","20","Unclassified","1"
"2023010455842","-0.129043","51.405831","Slight","1","Croydon","30","Unclassified","1"
"2023010455843","0.022642","51.608057","Slight","1","Redbridge","30","A","1"
"2023010455844","-0.052199","51.392781","Slight","1","Croydon","30","Unclassified","1"
"2023010455848","-0.337791","51.57833","Slight","1","Harrow","20","Unclassified","1"
"2023010455852","-0.417442","51.508088","Slight","1","Hillingdon","20","Unclassified","1"
"2023010455857","-0.142752","51.468809","Slight","1","Lambeth","30","Not at junction or within 20 metres","1"
"2023010455858","-0.099704","51.632133","Slight","1","Enfield","20","Unclassified","1"
